Date,Subject,From,Message
2024-09-23 09:41:47-05:00,Looking for  Power Platform Architect,"""Mani, Techkonnect"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Job Title: Power Platform ArchitectLocation: CA (Onsite)Job Description:Solution Design: Architect and design scalable, high-performance solutions using Microsoft Power Platform components, including Power Apps, Power Automate, Power BI, and Copilot Studio.Requirements Gathering: Collaborate with business stakeholders to understand their needs and translate them into technical requirements and solutions.Implementation: Oversee the development, deployment, and integration of Power Platform solutions. Ensure best practices in configuration, customization, and data management.Governance: Establish and enforce governance policies and standards to ensure data integrity, security, and compliance with organizational policies.Optimization: Continuously evaluate and optimize existing solutions to enhance performance, usability, and functionality.Technical Leadership: Provide guidance and mentorship to development teams. Conduct code reviews and ensure adherence to architectural principles and practices.Training & Support: Develop and deliver training programs for end-users and administrators. Provide ongoing support and troubleshooting for Power Platform solutions.Innovation: Stay current with Power Platform updates and industry trends. Evaluate and recommend new tools and technologies to enhance solution capabilities."
2024-09-23 09:41:33-05:00,Need: Oracle ARGUS Project Manager at NJ,"""Sri, Shrive Technologies"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Role: Project Manager with Oracle ARGUS ExpLocation: Bergen, NJArgus Oracle ARGUS Technical and Functional Knowledge.Strong PL/SQL programming knowledge SaaS model awareness AWS essential hands-on understanding. Sound knowledge of SDLC processes Experience working in GxP systems. Good understanding of Clincal Safety Systems or Pharmacovigilance (PV) business area.The candidate should have good working experience in development projects using ARGUS.The candidate should have good communication and inter-personal skills.Provide technical and functional support for PV systems includes Oracle ARGUS and COTS applications. Perform configuration changes, talk to the business users, understand requirements, and make application changes following the change management process. Perform Validation and SDLC for any changes to the system(1.) To oversee quality assurance processes, ensuring adherence to coding standards, implementation of best practices and perform Value creation and KM activities. (2.) To ensure process improvement and compliance, and participate in technical design discussion and to review technical documents. (3.) To create project plans and keep track of schedule for on time delivery as per the defined quality standards. (4.) To work closely with the development team, On-site Engineers to understand technical requirements and work with them to address and resolve technical issues.(5.) Identify and flag potential risks and issues that may impact project timelines or quality, develop mitigation strategies or contingency plans to address risks and provide regular project updates to key stakeholders."
2024-09-23 09:41:06-05:00,SLG - 19 - 9841 - Sr. Oracle Data Warehouse Developer - HBITS-06-13593,"""Srikanth Vanam, Sligosoft"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Hi,Greetings from Sligo Software Solutions, Inc. !!SLIGO is a Software Development & IT Consulting company. We have around 100+ IT associates working with our esteemed clients across several domains such as IT, Banking, Healthcare, and Government. We have an urgent requirement for Sr. Oracle Data Warehouse Developer position with our client. Role: Sr. Oracle Data Warehouse DeveloperLocation: Albany, New YorkDuration: 30 MonthsJob ID: SLG - 19 - 9841Client: NY StateRespond by Date: 09/20/24 5:00 PM Description Statewide Data Warehouse DeveloperDuties Support and development for the SFS Analytics’ Financial Data Warehouse. Analyze, design, build and test ETL components and data models for a BIApps Peoplesoft Financials data warehouse.Mandatory Requirements Experience (12+ Years)Works in the field of Information Technology, experienced in the usage and support of a collection of development platforms, technical architectures or business applications and products that run on those platforms - beyond that of a Programmer.Requirements This is an 100% Onsite84 months of Data Warehouse ETL experience in Oracle technologies60 months of experience in Oracle Data Integrator (ODI) modeling60 months of experience in SQL and PL/SQL maintaining Oracle databases36 months of experience in Oracle Data Integrator (ODI) modeling for Oracle BI Applications24 months of experience in Oracle BI Apps for Peoplesoft Financial24 months of experience in RPD MaintenanceRésuméCopy of Candidate Identification (i.e., Driver’s License/Green Card/Visa and Passport if applicable)Any documents referenced in the above Requested Qualifications (i.e., professional certifications, degrees, etc.)ThanksSrikanth Vanam"
2024-09-23 09:40:59-05:00,"Immediate Requirement for Project Manager position at Trenton, NJ","""Saiteja, Adil Business"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Hi, Job Title: Project/Program ManagerLocation: Trenton, NJDuration: 6+ Months Job DescriptionThe consultant will lead an initiative to replace a legacy application and environment that is end of life and support. The resource will evaluate the system and environment and perform project analysis; gather requirements and lead a team. Note: Hybrid - Need a local contractor who is available to come into the office for meetings. Contractor will work remotely most of the time.The consultant will be responsible for:Evaluating existing applications and environments that are end of life and support.Taking the lead and participating in all aspects of the planning, business process improvement, development and implementation of the replacement of the legacy application.Their resource is expected to evaluate the current system and environment and develop and maintain project plans, communication plans. They will also be responsible for execution, monitoring, controlling and closure of the project to control risk and minimize schedule impact.The resource is expected to be familiar with project management and ensure optimization of resources. Resource will:Define system and application architecture and provide vision, problem anticipation, and problem-solving ability to organization.Consult with clients to define need or problem, conduct research, perform studies and surveys to obtain data, and analyze problems to advise on or recommend solutions, utilizing knowledge of theory, principles, or technology of specific discipline or field of specialization.The Senior Consultant may lead and direct the work of others. A wide degree of creativity and latitude is expected.Typically reports to and/or receives strategic direction from an executive or a manager. Coordinate work with other IT professionals on system development teams.Generally aware of new developments in industry and process and has ability to apply them to work as appropriate.Proficient in more than one IT architectural discipline defined as information technology, computer programming, computer security, computer systems analysis, database management, information systems, internet applications and development, software development, and related fields.Advises clients on alternate methods of solving need or problem or recommends specific solutions.Mentor and coach peers and subordinates.Provide knowledge transfer to peers and subordinates.RELEVANT WORK EXPERIENCE: 8 to 15 yrs. EDUCATION: 4-year college degree or equivalent technical study or advanced degree SkillRequired / DesiredAmountof ExperienceExperience with managing projects within IT environments to manage work to meet project requirements, lead team(s)Required8YearsStrong communications skills -experience with communication in written and verbal formals to both IT staff and managementRequired8YearsStrong familiarity with IT environments and application developmentRequired8YearsExperience with planning projects with ability to organize tasks making sure progress is made to move project forwardRequired8YearsAbility to write project plans, communication plans, status reports and other related documentationsRequired8YearsExperience working on an application modernization / legacy rewrite projectRequired8YearsCurrent PMP (desired)Desired8YearsBachelor's degree or equivalent certificationRequired8Years"
2024-09-23 09:10:27-05:00,"Java AWS Developer 8 plus  years local to NJ , NYC , DE and Illinios locations","""sunanda, sunanda"" <phmailadmin@prohirespowerhouse.com>","hi all,Please find te below JD Job Description: Primary Skills: Spring boot, Java Micro Services, Apache Kafka , hands on experience (AWS) Minimum 5 years of hands-on Java application development work experience in a client server environment that demonstrates exceptional design, coding, testing and debugging skills• Cloud environment hands-on required• Should have experience on Apache Kafka;• Able to demonstrate in-depth understanding of OO principles and design patterns (usage and pitfalls)• Strong understanding of relational databases, SQL queries• Should have worked with Maven, JIRA, Jenkins;ReardsSunandaArchon Softwares"
2024-09-23 09:38:44-05:00,SAP S4HANA Production Planning Manufacturing,"""sophia, rwaltz"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Title: SAP S/4HANA Production Planning/MfgDuration: 9/23/24-4/18/25, full timeLocation: PA- - up to 50%Must Have: • Seeking consultant with strong S/4HANA Production Planning SAP • SAP S/4HANA Master Data (BOM, Routing, Work Centers, Production Order) • Knowledge of integration with SD, IM, PM modules • SAP S/4HANA Material Requirements Planning (MRP) • SAP S/4HANA Order Processing • Knowledge of Fiori tiles and apps • Experience conducting Fit-to-Standard workshops • Familiar with SAP Activate methodology and Best Practices • Knowledgeable of Public Sector project experience preferred (preferably state and local governments) • Process modeling with SAP Signavio experience a plus"
2024-09-23 09:38:21-05:00,"Lead Data Engineer at  San Jose , CA","""Pramod Kumar, Tekgence Inc"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Role : Lead Data EngineerLocation : San Jose , CAHybrid - C2CExp : 12+Primary Skills : ETL Fundamentals, HDFS, Hive, MapReduce, Modern Data Platform Fundamentals, Oozie, PLSQL, Python, Spark - Pyspark, Spark - Scala, SQLSecondary Skills : JavaSpecialization : Big Data Engineering: Associate BI EngineerJob requirements:Previous experience as a data engineer or in a similar role Strong and hands-on Knowledge of programming languages (e.g. Java and Python).Experience with popular Python frameworks such as Django, Flask or Pyramid.In-depth understanding of the Python software development stacks, ecosystems, frameworks and tools such as Numpy, Scipy, Pandas, Dask, spaCy, NLTK, sci-kit-learn and PyTorch.Experience with popular Python frameworks pysaprk,databricks,flink nosql db could be added advantages.Preferred skills and qualifications:Technical expertise with data models, data mining, and segmentation techniques.Hands-on experience with SQL database design Great numerical and analytical skills Data engineering certification.Familiarity with database technologies such as SQL and NoSQL.Excellent problem-solving ability with solid communication and collaboration skills.Knowledge of data science and machine learning concepts and tools.A working understanding of cloud platforms such as AWS, Google Cloud or Azure.Contributions to open-source Python projects or active involvement in the Python community. Thanks,Pramod kumar | Talent Acquisition AssociateTekgence Inc. Email: pramod@tekgence.comhttps://www.linkedin.com/in/pramod-k-aa535228b/"
2024-09-23 09:37:58-05:00,Job Opening for Blockchain Developer,"""Gourav, Crea Services"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Hi Folks,Hope you are doing well.This is Gourav from Crea Services which is fastest growing staffing firm with valuable and trusted customers. We have one opportunity with one of our Direct Client, So please share your updated resume along with your availability to discuss on the same role.Role: Blockchain DeveloperLocation: NYC NY OR Charlotte NC3 Days Hybrid from Day 1 As a Blockchain / DLT Developer, you will collaborate with stakeholders across the business to work on complex technical requirements. You will be responsible for managing multiple engagements, prioritizing and resolving complex problems and escalating as necessary, in a fast-paced environment. Responsibilities:Design and develop blockchain-based applications, smart contracts, and decentralized protocols to address specific business requirements.Collaborate with cross-functional teams to identify opportunities for implementing blockchain and distributed ledger technology in various domains, such as finance, supply chain, healthcare, and more.Implement and maintain blockchain networks, nodes, and consensus algorithms to ensure data integrity, security, and decentralization.Work on blockchain interoperability, scalability, and performance optimization to support high-throughput, low-latency applications.Conduct research and development on emerging blockchain technologies, platforms, and protocols to drive innovation and continuous improvement.Ensure compliance with regulatory requirements and industry standards for blockchain and DLT implementations, such as data privacy and security regulations.Participate in code reviews, testing, and debugging to maintain high-quality, reliable blockchain applications.Provide technical guidance and support to other team members and stakeholders on blockchain and DLT-related topics.Build high-quality, low latency blockchain applications capable of handling large volumes of transactions. You are:Bachelor’s or master’s degree in computer science, Engineering, or a related field.10+ years of proven experience in developing blockchain-based applications and smart contracts using platforms such as Ethereum, Hyperledger, or other blockchain frameworks.Strong understanding of decentralized consensus algorithms, cryptography, and data structures used in blockchain and DLT systems.Proficiency in programming languages commonly used in blockchain development, such as Solidity, Go, or Java.Familiarity with blockchain development tools, libraries, and frameworks for building and testing decentralized applications.Knowledge of blockchain security best practices, cryptography, and secure coding principles.Experience with tokenization, token standards (e.g., ERC-20, ERC-721), and decentralized finance (DeFi) protocols is advantageous.Understanding of blockchain scalability, interoperability, and performance optimization techniques.Excellent problem-solving skills, analytical thinking, and the ability to address complex challenges in blockchain development.Effective communication and teamwork skills, with the ability to collaborate with cross-functional teams and stakeholders. Thanks & RegardsGourav GraakEmail: ggraak@creaservices.netCREA SERVICES"
2024-09-23 09:37:46-05:00,ServiceNow Architect,"""Freddy, Teamware Solutions"" <phmailadmin@scentricopowerhousesmtpdist3.email>","SNOW ITOM ArchitectLocation: Plano TX/Mclean VA(day one onsite, 3 days onsite in a week)Must Have ExperienceSolutioning and Design the ITOM solution using industry best practices.Advise, design and configure integration solutions between ServiceNow and other CMDB tools.Experience with CMDB design, architecture and implementations with a fair understanding of ServiceNow CMDB model and extensionsHands-on development to include creation, configuration and customization of patterns, Discovery Schedules, probe, sensors and Event rulesIntegrate ServiceNow ITOM modules with a variety of enterprise monitoring tools, automation of alerts, application management tools using OOB plugins and API methodsExperienced in implementation on ServiceNow Discovery, Service Mapping, Event Mgmt and Orchestration use cases.3rd party software integrations with ServiceNowDesign and modify ServiceNow forms, workflows, scripts, transform maps, service maps, web services, inbound email actions, SLAs and more.MID Server management experienceExperience in multiple ServiceNow implementationsLead the configuration and customization of ServiceNow instances.Good to have ExperienceExperience in application architecture, infrastructure architecture, database architecture, networking, and distributed systemsWell-versed in modern web technologies and cloud computing architectural principles for cloud-based platforms that include SaaS, PaaS, multi-tenancy, and automationUnderstanding of Application and Technology Portfolio ManagementExperience with discovery technologies (ADDM, TADDM, UD, etc.)Familiar with scripting technology such as JavaScript, PowerShell, Perl, wmi, ssh, python, Xpath, SNMPExperience of custom applications developmentExperience in working on Performance AnalyticsDesign and modification of ServiceNow Service Portal.Domain Separation and designing the Process and data flow within various domainsKnowledge of LDAP/Active Directory/SSO.Review existing set up and provide best practice recommendations in line with the OEMMonitor health, usage and compliance of ServiceNow systems.Excellent knowledge of ServiceNow Best Practices and ongoing knowledge of latest ServiceNow features.Experience with HTML coding and Jelly script strongly preferredExperience with scripting in ServiceNow (Business Rules, UI Pages, UI Macros, etc.) Professional5+ years of experience with ServiceNow required8+ years of experience with IT Industry required AcademicsCertification as ServiceNow System certified administrationCIS in Discovery, Service Mapping, Event Mgmt, Cloud MgmtCertified Implementation Specialist- ITSMITIL Foundations certification is preferred.Bachelor’s degree or equivalent combination of education and experience."
2024-09-23 09:11:43-05:00,Hiring for Sr. Appian Developer || TCS || Onsite,"""Shiv Singh, Teamware Solutions Inc."" <phmailadmin@prohirespowerhouse.com>","Role name:Sr. Appian Developer || TCS || OnsiteRole Description:Sr Appian DeveloperCompetencies:Digital : SAP S/4HANA Embedded Analytics, Digital : Appian BPM - Business Process Management(BPM)Experience (Years):6-8Essential Skills:Sr Appian DeveloperDesirable Skills:Sr Appian DeveloperCountry:United StatesBranch | City | Location:TCS - Phoenix,AZTempeTempe, AZ (Onsite) E-mail shiv.s@twsol.com | Contact- +1 (214) 891-7568 Easy way to reach out me +91 - 9415597739Teamware Solutions a division of Quantum Leap Consulting Pvt. Ltdwww.teamwaresolutions.net (Team-US IT Recruiter)2838 E. Long Lake Road Suite 210, Troy, MI 48085"
2024-09-23 09:37:31-05:00,Hiring - Oracle Ebs Procurement Cloud Consultant :: North Carolina (Travel ||On-site),"""Ashwini Sithar, Propelsys"" <phmailadmin@scentricopowerhousesmtpdist3.email>","HiHope you are doing well We have urgent requirements with our Implementation partner for the below requirement JD is as follows, An experienced Oracle Procurement Cloud Consultant to Oracle Sourcing Cloud Implementation. As a key member of the implementation this person will play a critical role in optimizing Sourcing (RFx) and Contract lifecycle management (CLM) processes and SQM (Supplier Qualification Management) ensuring alignment with organizational goals.Location: USA anywhere without any travel restrictions. Need to travel Mon-to-Thursday every week to customer siteResponsibilities:Drive Business requirement workshops to create user-stories. Challenge users on new requirements and analyse current pain-points & issues. Create new business processes in alignment with industry best practices & Oracle Cloud standard processesCreate fit-gap analysis and document between user-requirements and Oracle Cloud capabilities. Drive minimal customizationConfiguration and Implementation: Lead the hands-on configuration and implementation of Oracle Procurement Cloud modules, including Sourcing/RFx, Supplier Portal, Supplier Qualification Management, and Costing.System Functionality: Demonstrate a strong understanding of Oracle Procurement configurations and system functionality.Supply Chain Optimization: Collaborate with cross-functional teams to optimize supply chain and procurement operations; savings, spend-analyticsContract Lifecycle Management: Manage and administer procurement contracts, ensuring compliance and efficiency.Technical Acumen: Blend technical expertise with strategic insight to drive successful procurement solutions.Qualifications:Experience: Minimum of 15 years of hands-on experience in Oracle Procurement Cloud.Functional Expertise: Proven experience in implementing Oracle Cloud Sourcing, Procurement Contracts and SQM.Full Life Cycle Implementation: At least 2 full life cycle implementations with Oracle Cloud.Communication Skills: Excellent communication and collaboration skills to work effectively with business stakeholders.Certifications: Oracle Cloud certifications (desirable but not mandatory"
2024-09-23 09:37:13-05:00,OBIEE-ODI Developer (Transportation Industry),"""Shikha Choudhary, ePeople Technologies"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Hi,Greetings!!We have an urgent opening with OBIEE/ODI Developer and I have sent you job description, please go through it and let me know your comfort with it and also send me your updated resume ASAPPosition: OBIEE/ODI DeveloperLocation: RemoteDuration: ContractAbout this role:Required Skills : OCI, OAC, ODI, Oracle SQL In considering candidates, time is of the essence, so please respond quickly.Thanks and Regards,Shikha ChoudharyePeople Technologies Inc255 Baldwin Road, Suite 205,Parsippany, NJ 07054Email- shikha@epeopletech.comFax # 973-299-7602http://www.epeopletech.com Connect with me on Linkedin - linkedin.com/in/shikha-choudhary-50a060189"
2024-09-23 09:36:29-05:00,OraclePPM Specialist-Hybrid,"""Avinash, StackNexus"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Title: Oracle PPM Specialist Location: 3 days on-site at Newark, NJ Qualifications· Strong experience of 10+ years as an Oracle ERP Cloud Consultant focussing on Oracle Project Portfolio Management and worked ono Planning, Scheduling and Forecastingo Cost Management and Controlo Billing and Revenue Managemento Grant Managemento Resource Management· Experience conducting requirements gathering sessions, system design, and system integration activities.· Excellent analytical and problem-solving skills, with the ability to troubleshoot issues and propose practical solutions.· Strong communication and interpersonal skills to collaborate with clients, gather requirements, and deliver training sessions.· Worked in Oracle Cloud Upgrade and or Cloud Migration.· Working with Rest APIs and Webservices will be preferred.Responsibilities· As an Oracle Fusion PPM Consultant, you will be responsible for providing strategic guidance and implementation support to business in the process of implementing Oracle PPM at NJ TRANSIT· Your primary focus will be on the Grant Management, Project Conting and Resource Management modules, ensuring that our clients effectively manage their Capital Project Accouunting system.· Oracle PPM Implementation: Lead the implementation of Oracle PPM modules by collaborating with the implementer and the business to understand their business requirements, conducting system configurations, and customizing the solution to meet their needs.· Requirements Gathering and Analysis: Conduct detailed requirements-gathering sessions with the business to identify their Capital Project Accounting and managing objectives, process improvements, and system integration needs.· Analyze and document requirements to develop a comprehensive solution design.· Configure the system accordingly, ensuring alignment with best practices· System Integration: Collaborate with technical teams to ensure seamless integration of Oracle PPM modules with other Oracle fusion modules and enterprise systems, such as HRMS, financials, and Oracle Procurement contracts, to enable fund accounting in Oracle ERP.· Testing and Validation: Develop test plans, scenarios, and scripts to validate the functionality, accuracy, and performance· Coordinate user acceptance testing (UAT) and provide support to resolve any issues identified during the testing phase.· User Training and Support: Conduct end-user training sessions to educate business on the effective use of Oracle PPM modules.· Provide ongoing support and troubleshooting assistance to users, addressing their queries and concerns promptly.· Best Practices and Industry Knowledge: Stay updated with the latest industry trends, best practices, and regulatory requirements for purchasing, contracts, and sourcing."
2024-09-23 09:33:52-05:00,Looking for .Net Programmer 5_Local to OH,"""SAM, Global IT Family"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Requisition Class: PR : Programmer 5Region Name: State of OhioTitle/Role: Programmer 5/PR5 Core Start Date: 10/14/2024End Date: 06/30/20251970 West Broad St, Columbus OH 43223 PR5 Programmer CoreRepost of PR5(744960) with new Job Description to include .NET and JAVA*Please add completion date of education and certifications The selected Consultants will work closely with the designated I.T. supervisor, project managers and other developers in an agile development environment. The work scope of the consultant will include requirements gathering, application design, application development, testing, deployment and technical support.The Consultants, in working with ODPS staff, will be responsible for new application development and supporting legacy applications utilizing .NET, C#, Java, ASP.NET Core MVC, Web API, SQL Server and other technologies. The consultants will be required to port Java code samples and libraries to C#. This is canned statement with hours, background check and interview date/time During the interview process with the ODPS staff, the resource consultant must demonstrate competence/experience in their specific area(s) of project assignment. The resource’s experience must also be documented for review and verification. Offered resources not showing technical or functional competence/experience will be sufficient reason to reject the Offeror’s proposal. It is the responsibility of the Offeror to pre-screen their candidates to ensure compliance. Resource will have a background check conducted by ODPS.Soft Skills1. Strong communication/ leadership skills. 2. Strong influence, collaboration and negotiation experience. 3. Ability to collaborate with supporting resources across business and/or functional lines. 4. Have excellent oral and written skills/possess strong meeting and work session facilitation skills. 5. Have the ability to work independently and as part of a team, the ability to manage time and resources to meet assigned deadlines. 6. Have strong understanding of prioritization stemming from the elicitation of system and/or user requirements. 7. Have excellent organizational skills, proven analytical, planning, problem solving, and decision-making skills. 8. Must be knowledgeable in the English language/speak clearly and understandably use the English language.9. Provides technical guidance and mentoring to technical staff.Mandatory Requirements:1. 10 years of verifiable experience as a .NET Web Developer developing ASP.NET Core MVC applications at least 4 years.2. 10 years of verifiable ASP.NET experience developing with the C–Sharp (C#) language. 3. 2 years of verifiable experience with the Java language.4. 2 years of verifiable experience with Microsoft C# .NET Core or .NET 8.5. 10 years of verifiable experience with SQL Server Database Design and development including optimization of queries, creating tables, views, stored procedures, and functions.6. 10 years of application experience developing applications using Entity Framework (EF) 4.0 or later.7. 5 years of experience creating design mock-ups and wireframes into front-end code8. 5 years of experience with consuming RESTful APIs.9. 10 years of verifiable Service Oriented Architecture (SOA) experience developing and securing Windows Communication Foundation (WCF).10. 10 years of experience or a demonstrable understanding of N-tier environments as it relates to development and deployment.11. 10 years of experience or a demonstrable understanding of code repository strategies, code promotion strategies and recovery using Team Foundation Server (TFS).12. 5 years of verifiable experience implementing Asynchronous JavaScript and XML (AJAX) enabled controls within Active Server Pages (ASP).NET Web applications.13. 5 years of verifiable experience developing reports in SQL Server Reporting Services (SSRS) and making them accessible within an MVC web application.14. A demonstrable understanding of implementing secure coding practices for an ASP.NET MVC application.15. 2 years of experience in Test Driven Development (TDD) or a verifiable experience i6plementing a testing strategy for applications developed.17. 5 years of experience developing with Visual Studio; 2 year with Visual Studio 2019.18. 5 years of experience with TFS/Azure DevOps including git, boards and CI/CD pipelines. Desired Skills:1. Experience developing SQL Server Integration Services (SSIS).2. Experience with Azure and/or AWS cloud computing, containers, Kubernetes.3. 3 years of experience ETL development experience.4. MCPD certification will be highly advantageous.5. Experience developing reports using Microsoft Power BI 6. Experience with JQuery and JavaScript SkillRequired / DesiredAmountof ExperienceVerifiable experience as a .NET Web Developer developing ASP.NET CoreRequired10YearsMVC applicationsRequired4YearsVerifiable ASP.NET experience developing with the C–Sharp (C#) languageRequired10YearsVerifiable experience with the Java languageRequired2YearsVerifiable experience with Microsoft C# .NET Core or .NET 8.Required2YearsVerifiable experience with SQL Server Database Design and development including optimization of queries, creating tables, views, and stored proceduresRequired10YearsApplication experience developing applications using Entity Framework (EF) 4.0 or later.Required10YearsExperience creating design mock-ups and wireframes into front-end codeRequired5YearsExperience with consuming RESTful APIsRequired5YearsVerifiable Service Oriented Architecture (SOA) experience developing and securing Windows Communication Foundation (WCF)Required10YearsExperience or a demonstrable understanding of N-tier environments as it relates to development and deploymentRequired10YearsExperience or a demonstrable understanding of code repository strategies, code promotion strategies and recovery using Team Foundation Server (TFS).Required10YearsVerifiable experience implementing Asynchronous JavaScript and XML (AJAX) enabled controls within Active Server Pages (ASP).NET Web applicationsRequired5YearsVerifiable experience developing reports in SQL Server Reporting Services (SSRS) and making them accessible within an MVC web application.Required5YearsA demonstrable understanding of implementing secure coding practices for an ASP.NET MVC applicationRequired Experience in Test Driven Development (TDD) or a verifiable experience i6plementing a testing strategy for applications developedRequired2YearsExperience developing with Visual Studio; 2 year with Visual Studio 2019Required5YearsExperience with TFS/Azure DevOps including git, boards and CI/CD pipelinesRequired5YearsExperience ETL development experienceRequired3Years Question 1The candidate will be required to report on-site to pick up equipment on first day and be available to work on-site as requested. Does your candidate agree to this requirement?Question 2Where does your candidate currently reside? Must be Ohio resident to be considered.Question 3Agency has elected to conduct only in-person interviews at the Shipley Building in Columbus. Does your candidate agree to an in-person interview?Question 4Do you understand, and will abide by, the provision in your subcontract with OST that it is PROHIBITED for government equipment to be taken or used outside of the United States by your contractors? The consequences of this occurring can and will result in repercussions to you, the prime vendor, regardless if the candidate works for a sub-vendor of yours. It will also result in immediate termination of the contractor, and make them ineligible for rehire in the program.Question 5What is the completion date of the education or certifications of your candidate? Thanks & Regards,Sameer KumarGlobal IT FamilyEmail: sameer@globalitfamily.com www.globalitfamily.comSkype: sameer.satapathyLinkedIn : https://www.linkedin.com/in/sameer-satapathy-10ab0318/ (Open to connect in Linkedin)Connect with us!"
2024-09-23 09:34:08-05:00,Urgent requirement for MuleSoft Developer With Salesforce connector  Exp. at Philadelphia PA(Day 1 Onsite),"""saikiran, Magicforce"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Hi Greetings from Magic force !!! My name is Saikiran we have a job opportunity for you as a MuleSoft Developer With Salesforce Exp. of our client based at Philadelphia PA (Day 1 Onsite) please find the Job description below, if you are available and interested, please send us your word copy of your resume with following detail to saikiran@magicforce.us Job Title: MuleSoft Developer With Salesforce Exp. Location: Philadelphia PA (Day 1 Onsite)Duration: 12+ monthsStart Date: ASAP Roles and Responsibilities:Key Skill :- MuleSoft , salesforce connector • Expert level experience with SOAP and REST web service RAML Swagger open API development and SOA APIs ensuring MuleSoft best practices • Experience in architectural concepts for MuleSoft implementations including encryption, security, logging, throttling, scalability and clustering. • Previous BizTalk experience is nice to have. • Create RAML Specifications as API contracts for development. • Understand and implement Data weave scripts. • Development experience with File Processing (batch) using MuleSoft. • DevOps experience with Jenkins • Previous EDI and Healthcare experience is nice to have. • Understand and validate integration requirements. • Develop APIs on Mule Soft platform • Develop Business Process Orchestrations - ESB Itinerary using Mule ESB • Install, configure and deploy solution using Mule ESB • Hands on experience of MuleSoft Any Point Platform Exchange • Strong hands-on experience of managing API integrations across back end, front end and integration partners through an Integration If you are interested in this position, kindly fill the details and revert back me ASAP. requirement id / Title Full Name Work Authorization and validity Present location Passport Number Contact Number E-mail Address SSN Number DOB LinkedIn ID Currently on the project (Yes / No) Availability to join the project Availability for onsite / remote Overall, USA IT experience Overall relevant IT experience Bill rate Year of arrival in USA and the employer’s name Is the USA working experience mentioned in the resume, correct? Highest degree and passing year Is the candidate submitted for the same client earlier? Thanks and Regards: SaikiranTechnical Recruitersaikiran@magicforce.us"
2024-09-23 09:14:58-05:00,"Sr. Systems Analyst || NY, New York(Onsite) 4o miles candidates only","""Gulam Ansari, Vyze Inc"" <phmailadmin@prohirespowerhouse.com>","Title: Sr. Systems AnalystClient: Con EdisonLocation: NY, New York (Onsite) 4o miles candidates onlyDuration: 6 monthsVisa: USC/GCMoi: videoMust LinkedInJOB DESCRIPTIONSpecializes in analyzing, designing and implementing information systems. Assesses the suitability of information systems in terms of their intended outcomes and liaises with end users, software vendors and programmers in order to achieve these outcomes. Uses analysis and design techniques to solve business problems using information technology. Serves as change agent, who identifies the organizational improvements needed, designs systems to implement those changes and trains and motivates others to use the systems.Support and maintenance of the 24x7 Energy Management Systems (EMS) at two control centers. Duties will involve the timely update of the state estimator, contingency analysis, power flow and the correct modeling of applicable electric system changes.Duties will also involve supporting various displays, database environments and providing operations support, troubleshooting, integration testing and user training.TECHNICAL SKILLS Must Have• Update, monitor and maintain the reliability of the Energy Management System (EMS) application,• Update, monitor and maintain power system modeling, state estimator, contingency analysis and power flow analysis supporting real-time operations.• Troubleshoot and resolve EMS system issues• Intermediate Linux experience (using commands on Linux OS)• Lead technical evaluations of contractor software application proposal.• Configure and test custom EMS enhancements.• Support the testing and implementation of new EMS releases• Ability to multitask and switch priorities as business warrants.• Must have excellent oral and written communication skills.• Must be able to plan, organize, run meetings and give presentations to all levels of management.• Must be able to develop documentation that will be consumed by users if diverse backgrounds and skills.Experience with the following is a plus: PSS/E suite, OSI Plant Information System, real-time support of critical systems, working in a regulated cybersecurity environment, Microsoft Office suite, software design, programming, relational databases management, real-time operators display support, and scripting and project management/Team Lead, Supervisory Control And Data Acquisition (SCADA) systems - specifically Client XA21/Reliance"
